sample_id,split,failure_reason,audio_frames,vision_frames
f49boM5fb8U_0_0,train,audio_nonfinite_2,,
f6S2XNPIiFk_0_0,train,audio_nonfinite_2,,
f6S2XNPIiFk_115_01,train,vision_mask_zero,,
f6S2XNPIiFk_62_03,train,vision_mask_zero,,
fB816aeHRFk_0_0,train,audio_nonfinite_2,,
fT6SrlsWV7M_0_0,test,audio_nonfinite_2,,
fT6SrlsWV7M_106_091,test,vision_mask_zero,,
fT6SrlsWV7M_91_22,test,vision_mask_zero,,
fTKe7E_4OCQ_0_0124716553288,train,audio_nonfinite_2,,
fTNOAssiTYk_0_0,train,audio_nonfinite_2,,
fW1pK2L6RgM_112_098,train,vision_mask_zero,,
fW1pK2L6RgM_59_048,train,vision_mask_zero,,
fWOIAxzBQFY_104_404,valid,audio_nonfinite_4,,
fWOIAxzBQFY_126_554,valid,audio_nonfinite_2,,
fWOIAxzBQFY_137_838,valid,audio_nonfinite_2,,
fWOIAxzBQFY_175_732,valid,audio_nonfinite_2,,
fWOIAxzBQFY_70_371,valid,audio_nonfinite_4,,
faXGVcVcVsE_0_0,train,audio_nonfinite_2,,
faXGVcVcVsE_124_25,train,vision_mask_zero,,
fcxbB7ybUfs_119_36,test,vision_mask_zero,,
fcxbB7ybUfs_32_009,test,vision_mask_zero,,
fe2CWCpdTF8_0_0,valid,audio_nonfinite_2,,
fjE2EZKgQm8_31_017,train,vision_mask_zero,,
flBtk736di4_0_0,train,audio_nonfinite_2,,
fz-MzQcOBwQ_71_44,test,vision_mask_zero,,
g99kISQbyuI_48_032,train,vision_mask_zero,,
g9rNhtFG9aU_0_0,train,audio_nonfinite_2,,
gAMbkJk6gnE_45_2,train,vision_mask_zero,,
gFAOKuqpUq4_141_38,train,vision_mask_zero,,
gJdSxPhf85M_31_29,train,vision_mask_zero,,
gKojBrXHhUc_75_46,test,vision_mask_zero,,
gL8h7lOPv1Q_81_067,test,vision_mask_zero,,
gLdRUsLw4CA_56_09,train,vision_mask_zero,,
gR4gM_WXesQ_151_034,valid,vision_mask_zero,,
gR4gM_WXesQ_185_151,valid,vision_mask_zero,,
gXuiIWRxrw4_0_0,train,audio_nonfinite_2,,
gXuiIWRxrw4_135_41,train,vision_mask_zero,,
gXuiIWRxrw4_168_32,train,vision_mask_zero,,
gXuiIWRxrw4_183_007,train,vision_mask_zero,,
gXuiIWRxrw4_89_22,train,vision_mask_zero,,
gjEYmdWrBLM_0_3087301587199985,train,audio_nonfinite_2,,
gr8mzv2xZ2s_0_0,train,audio_nonfinite_2,,
guRD0zQC6Q0_0_0,train,audio_nonfinite_2,,
h4LrwMn94ss_0_0,train,audio_nonfinite_2,,
h4LrwMn94ss_97_4,train,vision_mask_zero,,
hE-sA5umuCk_50_048,test,vision_mask_zero,,
hF6kFQPdBjY_107_108,train,vision_mask_zero,,
hOp6I4jGvu4_5_05,train,vision_mask_zero,,
hOp6I4jGvu4_62_09,train,vision_mask_zero,,
hSgKOKK3L8M_0_0,train,audio_nonfinite_1,,
hUBQrLjm4M4_0_0,train,audio_nonfinite_2,,
hawztAtYHCE_78_065,train,vision_mask_zero,,
hdLC4Ro977Q_0_0,train,audio_nonfinite_2,,
hdLC4Ro977Q_50_008,train,vision_mask_zero,,
he475nnmMi0_0_0,train,audio_nonfinite_2,,
he475nnmMi0_163_48,train,vision_mask_zero,,
he475nnmMi0_188_044,train,vision_mask_zero,,
hfVXx8hfKak_0_0,train,audio_nonfinite_2,,
hfVXx8hfKak_129_018,train,vision_mask_zero,,
hjBQmIWiWgw_32_029,train,vision_mask_zero,,
hmjfBZGGZR8_0_0,train,audio_nonfinite_2,,
hntnelpiyl8_50_028,train,vision_mask_zero,,
hqzF4IDaIYE_50_009,valid,vision_mask_zero,,
huzEsVEJPaY_49_18,test,vision_mask_zero,,
hvfaYsv7p8E_0_0,valid,audio_nonfinite_2,,
hyazktfsZew_0_0,train,audio_nonfinite_2,,
hyazktfsZew_128_15,train,vision_mask_zero,,
hyazktfsZew_133_18,train,vision_mask_zero,,
hyazktfsZew_141_35,train,vision_mask_zero,,
hyazktfsZew_53_3,train,vision_mask_zero,,
hyazktfsZew_62_7,train,vision_mask_zero,,
i714Xt6eb1Y_0_0,train,audio_nonfinite_2,,
i714Xt6eb1Y_99_036,train,vision_mask_zero,,
iEOBNT0HFtU_0_0,train,audio_nonfinite_2,,
iEOBNT0HFtU_102_27,train,vision_mask_zero,,
iFj9wJaJSPE_101_85,train,vision_mask_zero,,
iFxFTtCQ6zA_9_001,test,vision_mask_zero,,
iH04VOkbof0_21_01,train,vision_mask_zero,,
iPPp6MCythU_0_0,test,audio_nonfinite_2,,
iPPp6MCythU_34_4045,test,audio_nonfinite_2,,
iPPp6MCythU_4_0885,test,audio_nonfinite_2,,
iPPp6MCythU_52_194,test,audio_nonfinite_4,,
iPPp6MCythU_82_913,test,audio_nonfinite_4,,
iS91daVpH2E_0_0,train,audio_nonfinite_2,,
iS91daVpH2E_21_961,train,audio_nonfinite_2,,
iS91daVpH2E_36_9785,train,audio_nonfinite_2,,
iS91daVpH2E_48_258,train,audio_nonfinite_2,,
iS91daVpH2E_85_377,train,audio_nonfinite_6,,
iUXqlrui25c_123_67,valid,vision_mask_zero,,
iUXqlrui25c_169_167,valid,vision_mask_zero,,
iUXqlrui25c_97_4,valid,vision_mask_zero,,
iWBx0CP9JqA_34_17,train,vision_mask_zero,,
iXiMifHNKPI_118_073,test,vision_mask_zero,,
iXiMifHNKPI_69_0055,test,vision_mask_zero,,
iXiMifHNKPI_82_47,test,vision_mask_zero,,
iYtD_ArCdKw_14_2,train,vision_mask_zero,,
iYtD_ArCdKw_39_004,train,vision_mask_zero,,
iYtD_ArCdKw_42_007,train,vision_mask_zero,,
iYtD_ArCdKw_66_0025,train,vision_mask_zero,,
iYtD_ArCdKw_84_48,train,vision_mask_zero,,
icIS9VfbzMw_103_097,train,vision_mask_zero,,
icIS9VfbzMw_45_13,train,vision_mask_zero,,
icIS9VfbzMw_75_072,train,vision_mask_zero,,
io85pRFj_dw_47_005,train,vision_mask_zero,,
ip8xwAr4MRE_26_012,valid,vision_mask_zero,,
izFBeXMTgds_145_82,train,vision_mask_zero,,
j1m6ctAgjsM_129_129,test,vision_mask_zero,,
j1m6ctAgjsM_132_112,test,vision_mask_zero,,
j1m6ctAgjsM_148_096,test,vision_mask_zero,,
j1m6ctAgjsM_160_159,test,vision_mask_zero,,
j1m6ctAgjsM_190_44,test,vision_mask_zero,,
j1m6ctAgjsM_213_128,test,vision_mask_zero,,
j1m6ctAgjsM_76_1,test,vision_mask_zero,,
j1m6ctAgjsM_93_091,test,vision_mask_zero,,
jFNgOznarMo_69_034,train,vision_mask_zero,,
jICmfLeFymA_71_56,valid,vision_mask_zero,,
jPf0LjZAS14_27_05,train,vision_mask_zero,,
jPrEKz1rAno_0_0,valid,audio_nonfinite_2,,
jPtaz1rN6lc_0_0124716553288,test,audio_nonfinite_2,,
jQ3EmbRIe58_73_065,train,vision_mask_zero,,
jXp595jj734_0_0,train,audio_nonfinite_2,,
jYT3-RQFy1U_107_098,train,vision_mask_zero,,
jZe-2w7pkd8_128_19,test,vision_mask_zero,,
jZe-2w7pkd8_96_063,test,vision_mask_zero,,
jbJF3aphcP0_0_0124716553288,train,audio_nonfinite_2,,
jcQi90n008o_102_42,train,vision_mask_zero,,
jcQi90n008o_113_38,train,vision_mask_zero,,
jhb6SV2dQzg_0_0,train,audio_nonfinite_2,,
jj8aSNPHMw8_0_0,test,audio_nonfinite_2,,
jj8aSNPHMw8_137_096,test,vision_mask_zero,,
jj8aSNPHMw8_167_88,test,vision_mask_zero,,
jj8aSNPHMw8_75_42,test,vision_mask_zero,,
jj8aSNPHMw8_84_83,test,vision_mask_zero,,
jqKzaEniiKo_0_0,train,audio_nonfinite_2,,
jqKzaEniiKo_88_38,train,vision_mask_zero,,
jscKL5jS-SQ_0_0,test,audio_nonfinite_2,,
jscKL5jS-SQ_103_057,test,vision_mask_zero,,
jscKL5jS-SQ_51_045,test,vision_mask_zero,,
jscKL5jS-SQ_80_02,test,vision_mask_zero,,
juI9KoLA87A_0_0,train,audio_nonfinite_2,,
jzNIU-w0MVo_117_035,train,vision_mask_zero,,
jzNIU-w0MVo_71_15,train,vision_mask_zero,,
jzNIU-w0MVo_84_8,train,vision_mask_zero,,
k5-3KuvCFms_0_0,train,audio_nonfinite_2,,
k5-3KuvCFms_36_02,train,vision_mask_zero,,
kCQqLNiO0mk_0_0,train,audio_nonfinite_2,,
kI6jzM_aLGs_10_089569161,test,audio_nonfinite_2,,
kKMfsWrigTE_0_0,train,audio_nonfinite_2,,
kKkZihSbxF4_40_33,train,vision_mask_zero,,
kM6wo2bb3nw_0_0,train,audio_nonfinite_2,,
kPch8YhNfPE_83_053,train,vision_mask_zero,,
kSooCdVTI6E_0_0,train,audio_nonfinite_2,,
kXiBdruxTvE_71_6,test,vision_mask_zero,,
kZfcQ4a0kx4_0_0,train,audio_nonfinite_2,,
kZfcQ4a0kx4_146_089,train,vision_mask_zero,,
kZfcQ4a0kx4_6_004,train,vision_mask_zero,,
kbGhEJ4W44o_0_0,valid,audio_nonfinite_2,,
kcIGTPHEsNo_177_069,train,vision_mask_zero,,
kfsO4c0Ekes_0_0,valid,audio_nonfinite_2,,
kh6eynD9OIk_36_031,train,vision_mask_zero,,
kiR5zVo2zvU_118_014,train,vision_mask_zero,,
kiR5zVo2zvU_133_18,train,vision_mask_zero,,
kiR5zVo2zvU_163_69,train,vision_mask_zero,,
kiR5zVo2zvU_174_027,train,vision_mask_zero,,
kiR5zVo2zvU_187_137,train,vision_mask_zero,,
kpS4BXif_Sw_128_076,test,vision_mask_zero,,
kwkhYpCHWPw_144_004,train,vision_mask_zero,,
kwkhYpCHWPw_49_32,train,vision_mask_zero,,
kwkhYpCHWPw_59_027,train,vision_mask_zero,,
kx544gnOZB0_0_0124716553288,train,audio_nonfinite_2,,
kzmaKnujN64_36_23,train,vision_mask_zero,,
l-nM_U1qpko_0_021,train,audio_nonfinite_2,,
l0vCKpk6Aes_54_039,test,vision_mask_zero,,
l5_DDqck4Rs_0_0,train,audio_nonfinite_2,,
lEsFI5YJGDo_0_0,train,audio_nonfinite_2,,
lEsFI5YJGDo_18_012,train,vision_mask_zero,,
lTfsqoo-jKg_24_017,train,vision_mask_zero,,
lTfsqoo-jKg_7_007,train,vision_mask_zero,,
lWvaIexY2WU_0_0,train,audio_nonfinite_2,,
lawHYX5eB20_32_607,valid,audio_nonfinite_6,,
laxadgca3Fo_0_0,train,audio_nonfinite_2,,
lilHOUfWrIA_0_0,valid,audio_nonfinite_2,,
lksy-At0vxc_36_029,train,vision_mask_zero,,
lp9vkkimXqg_126_021,train,vision_mask_zero,,
luQfWSfb1s0_0_0,train,audio_nonfinite_2,,
luQfWSfb1s0_24_008,train,vision_mask_zero,,
luQfWSfb1s0_58_46,train,vision_mask_zero,,
luQfWSfb1s0_88_002,train,vision_mask_zero,,
m-7yRWZLwLY_0_0,test,audio_nonfinite_2,,
m7SJs73SF8w_0_0,train,audio_nonfinite_2,,
mHGaQ_nv9UY_5_609,valid,audio_nonfinite_1,,
mI50zj8cTNw_0_0,train,audio_nonfinite_2,,
mKP6TVuixWg_151_128,train,vision_mask_zero,,
mLW-jn67gRE_114_313,valid,audio_nonfinite_2,,
mLW-jn67gRE_22_232,valid,audio_nonfinite_2,,
mMeGgB9-hSE_93_08,train,vision_mask_zero,,
mRqqH_gx7Q0_0_0,test,audio_nonfinite_2,,
mW8eL4e7Wrg_53_49,train,vision_mask_zero,,
mZ_8em_-CGc_44_7,test,vision_mask_zero,,
mgpoY1-110U_90_077,train,vision_mask_zero,,
mjQfQx2K__8_0_0,train,audio_nonfinite_2,,
mjQfQx2K__8_106_42,train,vision_mask_zero,,
mmg_eTDHjkk_108_93,test,vision_mask_zero,,
mmg_eTDHjkk_129_099,test,vision_mask_zero,,
mn8_HvzbN5c_0_0,train,audio_nonfinite_2,,
mrQIrm6hYMQ_0_0,train,audio_nonfinite_2,,
muOYAxkG-Zo_0_0,train,audio_nonfinite_2,,
muOYAxkG-Zo_50_044,train,vision_mask_zero,,
mud6tEqFiEM_36_031,train,vision_mask_zero,,
mw_ZwML0SbY_0_0,train,audio_nonfinite_2,,
mxFU6TrHChY_0_0,train,audio_nonfinite_2,,
mxFU6TrHChY_154_71,train,vision_mask_zero,,
mzAu5gxjE-w_0_0,test,audio_nonfinite_2,,
n-sgVVTE9Io_0_0,train,audio_nonfinite_2,,
n2BuwHbdilY_45_09,train,vision_mask_zero,,
n4xRx0J3rYQ_123_023,train,vision_mask_zero,,
n4xRx0J3rYQ_60_026,train,vision_mask_zero,,
n7K5SpMrQt0_75_38,train,vision_mask_zero,,
nF0AMbTH4VM_0_0,train,audio_nonfinite_2,,
nHP7l5zAwGA_130_89,train,vision_mask_zero,,
nISNBD3I95A_0_0,train,audio_nonfinite_2,,
nKiC9sEP2vM_0_0,train,audio_nonfinite_2,,
nKiC9sEP2vM_123_98,train,vision_mask_zero,,
nKiC9sEP2vM_206_093,train,vision_mask_zero,,
nNFDj9fRAqE_0_0,train,audio_nonfinite_2,,
nTBKtwqPIYw_53_012,train,vision_mask_zero,,
nTZSH0EwpnY_0_0,test,audio_nonfinite_2,,
nTZSH0EwpnY_144_14,test,vision_mask_zero,,
nTZSH0EwpnY_36_16,test,vision_mask_zero,,
naZi9AusrW4_31_33,test,vision_mask_zero,,
ngp7s5Wvde0_22_021,train,vision_mask_zero,,
ngp7s5Wvde0_95_075,train,vision_mask_zero,,
nhD9WSEIspQ_0_0,train,audio_nonfinite_2,,
nhD9WSEIspQ_106_3,train,vision_mask_zero,,
nhD9WSEIspQ_97_31,train,vision_mask_zero,,
niX_m3aMxhQ_0_0,train,audio_nonfinite_2,,
npIVLL_fTf0_0_0,train,audio_nonfinite_2,,
nw6Kf3AtCz4_100_0900226755,train,audio_nonfinite_2,,
nyzIL6YAonY_27_03,valid,vision_mask_zero,,
o1cRmT9qnOc_0_0,train,audio_nonfinite_2,,
o2XbNJDpOlc_95_85,test,vision_mask_zero,,
o7vcTMAX9fQ_0_0,train,audio_nonfinite_2,,
o8OZGBDPD8M_134_067,train,vision_mask_zero,,
oBS-IW-BO00_72_008,test,vision_mask_zero,,
oCsrnIomHos_225_02,train,vision_mask_zero,,
oHV99Y_EWfI_0_0,train,audio_nonfinite_2,,
oO61Ma17tRA_0_0,train,audio_nonfinite_2,,
oOhxCwkZsUI_0_0,train,audio_nonfinite_2,,
oPlnhc0DkcU_0_0,test,audio_nonfinite_2,,
oPvUDLhTrjI_0_0,train,audio_nonfinite_2,,
oVqBUyKvgdU_0_0,train,audio_nonfinite_2,,
oWAyEzyp2xQ_64_002,train,vision_mask_zero,,
oWAyEzyp2xQ_88_8,train,vision_mask_zero,,
oZkWWCQw2Js_0_0,train,audio_nonfinite_2,,
oZkWWCQw2Js_106_71,train,vision_mask_zero,,
oaC1UATdtAg_36_33,train,vision_mask_zero,,
obGF3RfWQKE_140_073,test,vision_mask_zero,,
oecQ9yDtfx0_0_0,train,audio_nonfinite_2,,
olVQZV_1rdA_0_0,train,audio_nonfinite_2,,
omBcvw7izuM_0_0,train,audio_nonfinite_2,,
omBcvw7izuM_142_078,train,vision_mask_zero,,
omBcvw7izuM_179_45,train,vision_mask_zero,,
omBcvw7izuM_191_147,train,vision_mask_zero,,
omBcvw7izuM_198_041,train,vision_mask_zero,,
omBcvw7izuM_203_071,train,vision_mask_zero,,
omHQ68k50XY_106_27,train,vision_mask_zero,,
omHQ68k50XY_71_08,train,vision_mask_zero,,
ouhCx4TgHlE_0_0,train,audio_nonfinite_2,,
owT0_Xfu8a0_0_0,train,audio_nonfinite_2,,
oyHKiX5YGDE_181_53,train,vision_mask_zero,,
p19Hsjx2xgI_87_014,train,vision_mask_zero,,
p5LEk2u8tXk_57_7,train,vision_mask_zero,,
p7zuPEZgtY4_53_47,test,vision_mask_zero,,
pDRdCSIyjkA_0_0,test,audio_nonfinite_2,,
pFh-SLxltms_106_19,train,vision_mask_zero,,
pFh-SLxltms_122_26,train,vision_mask_zero,,
pFh-SLxltms_130_067,train,vision_mask_zero,,
pFh-SLxltms_141_41,train,vision_mask_zero,,
pFh-SLxltms_71_22,train,vision_mask_zero,,
pIaEcqnzI-s_40_29,test,vision_mask_zero,,
pKXaKinzTmY_58_0,train,vision_mask_zero,,
pQpy7RSfWzM_0_0,test,audio_nonfinite_2,,
pQpy7RSfWzM_23_08,test,vision_mask_zero,,
pRdxEaLB8r4_37_386,valid,audio_nonfinite_2,,
pSxte-ms0t8_206_014,test,vision_mask_zero,,
pU-MjERGTUk_72_048,train,vision_mask_zero,,
pY4ovojS4rk_0_0,train,audio_nonfinite_2,,
pZye4zFzk3o_45_3,test,vision_mask_zero,,
pbFwuNCQlH8_41_4571428571,train,audio_nonfinite_2,,
pf-78LF4ORE_106_28,train,vision_mask_zero,,
pf-78LF4ORE_137_11,train,vision_mask_zero,,
pf-78LF4ORE_154_151,train,vision_mask_zero,,
pf-78LF4ORE_170_41,train,vision_mask_zero,,
pfCPogxnUfw_106_58,train,vision_mask_zero,,
pfCPogxnUfw_123_99,train,vision_mask_zero,,
pnSRLB6anIM_0_0,train,audio_nonfinite_2,,
pu1C7tmYHxI_0_0,train,audio_nonfinite_2,,
puum3vabpb4_96_023,train,vision_mask_zero,,
pvIQWWiT4-0_0_0,test,audio_nonfinite_2,,
pvlmYjQdRmA_0_0,train,audio_nonfinite_2,,
pzUplbeH_fg_0_0,train,audio_nonfinite_2,,
q1_knonj0Lw_0_0,train,audio_nonfinite_2,,
q1_knonj0Lw_84_52,train,vision_mask_zero,,
q3QUybiOYeU_0_0,train,audio_nonfinite_2,,
q9yDL81QppI_0_0,valid,audio_nonfinite_2,,
qDIh6YNbIMU_45_04,train,vision_mask_zero,,
qDIh6YNbIMU_47_22,train,vision_mask_zero,,
qEkFReBuwxc_118_063,train,vision_mask_zero,,
qEkFReBuwxc_28_008,train,vision_mask_zero,,
qFppeQvdfxI_52_034,train,vision_mask_zero,,
qJh6x4wmmh8_0_0,train,audio_nonfinite_2,,
qJh6x4wmmh8_14_32,train,audio_nonfinite_2,,
qK77ZmbqmOM_0_0,valid,audio_nonfinite_2,,
qTkazqluJ_I_112_067,test,vision_mask_zero,,
qTkazqluJ_I_95_72,test,vision_mask_zero,,
qbIajpM7U3Y_22_7,train,vision_mask_zero,,
qd6YuFGcBGk_0_0,train,audio_nonfinite_2,,
qjMyjLSORY4_116_009,train,vision_mask_zero,,
qjMyjLSORY4_132_131,train,vision_mask_zero,,
qlDT-bmIzQI_0_0,train,audio_nonfinite_2,,
qlDT-bmIzQI_58_23,train,vision_mask_zero,,
qrSW93EtuMc_0_0,train,audio_nonfinite_2,,
qrSW93EtuMc_27_13,train,vision_mask_zero,,
qszy_WSRFUM_0_0,train,audio_nonfinite_2,,
qszy_WSRFUM_40_36,train,vision_mask_zero,,
r13W4H8ZhqI_84_49,valid,vision_mask_zero,,
r1erb5PSm1A_0_0,train,audio_nonfinite_2,,
r1erb5PSm1A_5_001,train,vision_mask_zero,,
r46amqjpWgg_139_126,test,vision_mask_zero,,
r46amqjpWgg_159_071,test,vision_mask_zero,,
r46amqjpWgg_192_166,test,vision_mask_zero,,
r46amqjpWgg_66_042,test,vision_mask_zero,,
r91csZc6AXE_0_0,valid,audio_nonfinite_2,,
rApOTQgFW6Y_53_51,train,vision_mask_zero,,
rBWeo_rEdcU_124_35,train,vision_mask_zero,,
rBWeo_rEdcU_134_117,train,vision_mask_zero,,
rBWeo_rEdcU_148_106,train,vision_mask_zero,,
rBWeo_rEdcU_176_031,train,vision_mask_zero,,
rC29Qub0U7A_0_0,test,audio_nonfinite_2,,
rCQYq4T8SEI_0_0,train,audio_nonfinite_2,,
rEWQW_ibDwg_136_81,train,vision_mask_zero,,
rLHJ_ebXCHQ_49_38,train,vision_mask_zero,,
rNXM3avNBKk_88_011,train,vision_mask_zero,,
rWjPSlzUc-8_0_0,train,audio_nonfinite_2,,
raQ9Pcgo-II_0_0,train,audio_nonfinite_2,,
rf0yDSeVEUA_0_0124716553288,valid,audio_nonfinite_2,,
rhQB8e999-Q_0_0,test,audio_nonfinite_2,,
rhQB8e999-Q_27_19,test,vision_mask_zero,,
rhQB8e999-Q_34_06,test,vision_mask_zero,,
rojyUp4FPSg_119_002,valid,vision_mask_zero,,
rojyUp4FPSg_145_113,valid,vision_mask_zero,,
rojyUp4FPSg_150_8,valid,vision_mask_zero,,
rojyUp4FPSg_159_65,valid,vision_mask_zero,,
rojyUp4FPSg_189_103,valid,vision_mask_zero,,
rojyUp4FPSg_203_51,valid,vision_mask_zero,,
rojyUp4FPSg_210_145,valid,vision_mask_zero,,
rojyUp4FPSg_218_037,valid,vision_mask_zero,,
rojyUp4FPSg_46_038,valid,vision_mask_zero,,
rojyUp4FPSg_77_017,valid,vision_mask_zero,,
rojyUp4FPSg_87_005,valid,vision_mask_zero,,
rwNlqh0k1j4_123_6,valid,vision_mask_zero,,
rwNlqh0k1j4_92_082,valid,vision_mask_zero,,
rz4Ax6xfZHQ_40_03,train,vision_mask_zero,,
s1Yo_MCiMPc_119_42,train,vision_mask_zero,,
s1Yo_MCiMPc_46_037,train,vision_mask_zero,,
s1Yo_MCiMPc_93_03,train,vision_mask_zero,,
s1tVE8g6JBc_0_0,train,audio_nonfinite_2,,
sC16n1k66io_102_049,valid,vision_mask_zero,,
sC1NvtirijU_0_0,train,audio_nonfinite_2,,
sC1NvtirijU_190_47,train,vision_mask_zero,,
sIGAq2J4KKI_0_0,train,audio_nonfinite_2,,
sMnbpyFqrlE_40_1,train,vision_mask_zero,,
sMnbpyFqrlE_45_1,train,vision_mask_zero,,
sRex0-9yFFc_0_0,train,audio_nonfinite_2,,
sRex0-9yFFc_37_017,train,vision_mask_zero,,
sU40irMa-so_0_0,train,audio_nonfinite_2,,
sWsDAG6x9n0_0_0,train,audio_nonfinite_2,,
sfaWfZ2-4c0_27_08,test,vision_mask_zero,,
sjoArVtU8-o_47_36,train,vision_mask_zero,,
ssH8WQF4eN0_0_0,train,audio_nonfinite_2,,
ssqiwP19JhM_92_88,valid,vision_mask_zero,,
szic2IB9HB4_18_4,valid,vision_mask_zero,,
t7a3zECpT4k_93_17,train,vision_mask_zero,,
tL8RzwWSmAE_0_0,train,audio_nonfinite_2,,
tRSPfPlNbMU_124_119,train,vision_mask_zero,,
tXQpm-nKxNA_0_0,valid,audio_nonfinite_2,,
tXxf6-CilNI_0_0,train,audio_nonfinite_2,,
tXxf6-CilNI_128_2,train,vision_mask_zero,,
tnWmVXZ87h0_0_0,test,audio_nonfinite_2,,
tnWmVXZ87h0_44_46,test,vision_mask_zero,,
trQLgl6ncmk_31_25,train,vision_mask_zero,,
trQLgl6ncmk_80_16,train,vision_mask_zero,,
ttfaZ8IIWCo_0_0,test,audio_nonfinite_2,,
ttfaZ8IIWCo_22_002,test,vision_mask_zero,,
tv8IhQZQuJI_0_0,train,audio_nonfinite_2,,
tv8IhQZQuJI_136_84,train,vision_mask_zero,,
tvE_DucE0_k_0_0,train,audio_nonfinite_2,,
txjqbr6FoZs_80_3,train,vision_mask_zero,,
u6PL_7Z9QlU_0_0,valid,audio_nonfinite_2,,
u6PL_7Z9QlU_8_009,valid,vision_mask_zero,,
u8ViR4L2cVk_0_0,train,audio_nonfinite_2,,
uAExKaLeOl8_0_0,train,audio_nonfinite_2,,
uAExKaLeOl8_150_26,train,vision_mask_zero,,
uITHY4LORDs_0_0,train,audio_nonfinite_2,,
uWW1ejwFURI_0_0,train,audio_nonfinite_2,,
uXYAfpQUYVE_131_083,train,vision_mask_zero,,
uXYAfpQUYVE_181_56,train,vision_mask_zero,,
uXYAfpQUYVE_70_002,train,vision_mask_zero,,
ueCWy7aTmyo_42_027,train,vision_mask_zero,,
um8WVjZMLUc_0_0,test,audio_nonfinite_2,,
um8WVjZMLUc_10_0,test,vision_mask_zero,,
unOeTDc2rlY_0_0,test,audio_nonfinite_2,,
unOeTDc2rlY_119_48,test,vision_mask_zero,,
unOeTDc2rlY_212_0205,test,vision_mask_zero,,
unOeTDc2rlY_84_1,test,vision_mask_zero,,
uooIiW6dEyg_0_021,valid,audio_nonfinite_2,,
uyOrVTq8Tjk_0_0,train,audio_nonfinite_2,,
v2DFe9X-jCY_141_58,train,vision_mask_zero,,
v2Rr-EsJda8_12_1,valid,vision_mask_zero,,
v2Rr-EsJda8_16_005,valid,vision_mask_zero,,
v5AAvrZuR2U_13_9,train,vision_mask_zero,,
v9GshyXtiWg_49_03,train,vision_mask_zero,,
vGxqVh_kJdo_0_0,test,audio_nonfinite_2,,
vHzbn_YW76s_14_011,valid,vision_mask_zero,,
vJDDEuE-FlY_31_011,test,vision_mask_zero,,
vR90Pdx9wxs_25_15,test,vision_mask_zero,,
vR90Pdx9wxs_50_985,test,audio_nonfinite_2,,
vRydHjRzDX0_0_0,train,audio_nonfinite_2,,
vRydHjRzDX0_45_06,train,vision_mask_zero,,
vYOr36tdcpc_0_0,train,audio_nonfinite_2,,
vYOr36tdcpc_10_09,train,vision_mask_zero,,
vbVLgaP5IYU_0_0,train,audio_nonfinite_2,,
veA6ECsGFxI_0_0,test,audio_nonfinite_2,,
vo_JbAFAD68_0_0124716553288,valid,audio_nonfinite_2,,
vop7tN_K64I_75_56,train,vision_mask_zero,,
vop7tN_K64I_98_009,train,vision_mask_zero,,
vqBRkjHWjXM_36_01,train,vision_mask_zero,,
w44JDB1NmqM_0_0,train,audio_nonfinite_2,,
wC_1M7KIv9s_141_29,test,vision_mask_zero,,
wC_1M7KIv9s_55_017,test,vision_mask_zero,,
wCbQxI_-GKU_0_0,train,audio_nonfinite_2,,
wF8980oGklk_145_133,valid,vision_mask_zero,,
wF8980oGklk_178_117,valid,vision_mask_zero,,
wF8980oGklk_58_43,valid,vision_mask_zero,,
wLj_gnNON7A_118_029,train,vision_mask_zero,,
wLj_gnNON7A_94_084,train,vision_mask_zero,,
wLrgvSYLPUI_66_38,train,vision_mask_zero,,
wO8fUOC4OSE_0_0124716553288,test,audio_nonfinite_2,,
wR3zalLV_6c_137_18,train,vision_mask_zero,,
wRKVNiABc0w_0_0,train,audio_nonfinite_2,,
w_qYZSVx2dM_49_36,train,vision_mask_zero,,
wgCSuviySwg_0_0,train,audio_nonfinite_2,,
wlrb0HyIs-Q_0_0124716553288,train,audio_nonfinite_2,,
wrQVnClcNPM_27_006,train,vision_mask_zero,,
wrQVnClcNPM_38_036,train,vision_mask_zero,,
wrQVnClcNPM_45_03,train,vision_mask_zero,,
wvLEIxt-_V0_0_0,valid,audio_nonfinite_2,,
wvMA0r3esw8_32_11,train,vision_mask_zero,,
x266rUJQC_8_0_0,test,audio_nonfinite_2,,
x92920ole0w_0_0,train,audio_nonfinite_2,,
xAApNMTj3as_0_0,train,audio_nonfinite_2,,
xP81rX2ATLI_0_0,train,audio_nonfinite_2,,
xSCvspXYU9k_0_0,test,audio_nonfinite_2,,
xTBBDx3DkXQ_0_0,train,audio_nonfinite_2,,
xTBBDx3DkXQ_67_05,train,vision_mask_zero,,
xYtNgq9eTlg_0_0,train,audio_nonfinite_2,,
xZ1FrxU6hcg_0_0,train,audio_nonfinite_2,,
xaSf1d13WoY_107_059,train,vision_mask_zero,,
xaSf1d13WoY_55_026,train,vision_mask_zero,,
xfP0bm6Z-7E_53_5,train,vision_mask_zero,,
xfeASyC6PPg_0_0,train,audio_nonfinite_2,,
xge9aYTxxOA_0_0,train,audio_nonfinite_2,,
xiRUWSUrGSg_0_0,train,audio_nonfinite_2,,
xivYoEUQ5sk_41_039,valid,vision_mask_zero,,
xmLJHru6Z1M_75_49,test,vision_mask_zero,,
